Accession Number,Date Recorded,Subject,Title
,,"Jane Elvin, Mid Hudson Task Force on AIDS: denial -- a short break and then questions. Then Denise again talking about risk and safer sex",
SPW 1331,,Safer sex and how to clean needles,Panel on Women and AIDS at CUNY Graduate Center: Tape 2 of 2
SPW 1332,1974-03-16T00:00:00Z,She will only sell albums in women's book stores,"Alex Dobkin, Tape 1 of 2"
,,women only concerts-refuses to do others,
,,bout performing withh Kay Gardner,
,,allowing childsren in,
,,"made record company not-for-profit -includes Women's Wax Works, Hearts and Struggles Publishing and Lavaendar Jane Productions-approved by Attorney General and Board of Education but Sec. of State said no - didn't agree it was a service to the community -now need to fight for it (side 1)",
,,women singing together,
,,will not work with men,
,,inspiration to write,
,,how she tried to get record made,
,,called record Lavender Jane after Jane Alpert came out,
,,talks about communist party membership (side 2),
SPW 1333,,"Communist party membership: parents, where she lived, started writing songs after she had been performing","Alex Dobkin, Tape 2 of 2"
,,"practices every day, club her husband's parents owned in NY -then she and her husband opened one in Miami (Gaslight South), closed after 9 months, had affair with woman in college",
,,"always an issue in her marriage, came out after she separated",
,,women in music who are lesbians,
,,relatiion with Kay Gardner and Pat (?) after Lavendar Jane camae out (side 1),
,,creating a magazine,
,,fundraising values,
,,feedback from people after performing,
,,being accessible to community,
SPW 1334,1988-01-01T00:00:00Z,Lesbians and NWSA,"""Lesbian Alliances: Combatting Heterosexism in the 80's"", 15th Plenary/10th Annual National Women's Studies Association Convention: Tape 1 of 2"
,,Beth Brandt talks about 1st gathering of Lesbian and Gay Indians,
,,"Joan Nestle ""Desire and Women's Sexuality",
,,"Michelle Parkerson: ""Challenging Otherness""",
SPW 1335,,Michelle Parkerson continued,"""Lesbian Alliances: Combatting Heterosewxism in the 80's"", 15th Plenary/10th Annual National Women's Studies Association Convention: Tape 2 of 2"
,,Gloria Anzaldua: Building Coalitions Among Lesbians of Various Colors,
,,questions from audience including a woman who asks Joan Nestle to respond to Michelle Parkerson's statement about butch/femme being a replication of heterasexual roles and she says she differs from Michelle on this but otherwise respects her,
SPW 1336,1983-10-08T00:00:00Z,Side 1: Sonny Wainwright introduces the event and mainly gives info,"""An Evening in Celebration of Women"": May Sarton Reading. Tape 1 of 2"
,,She introduces Lois Morris from Feminist Writers Guild -talks about May Sarton and about problems women writers face re publishing using o ne of Sarton's poems,
,,"also in general about problems faced by all women, especially economic",
,,also about the work of the guild (about 1/3 of tape). Introduces Annie Laurie who talks about the Seven Poets Anthology Collective (very brief) -- this is a fundraiser for that group,
,,"and she introduces May Sarton and the title of the presentation: A Celebration of Women. About 1/2 waya through Side 1 May Sarton starts her reading, introducing each poem. Side 2, May Sarton continues to read",
SPW 1337,,Side 1: May Sarton reading her poetry (only about 1/4 of tape and Side 2 is blank),"""An Evening in Celebration of Women"": May Sarton Reading. Tape 2 of 2"
SPW 1338,1983-06-28T00:00:00Z,Side 1: Barbara Gittings --announcements including Judith Schwarz giving LHA Slide Show later,"American Library Association Gay Task Force Panel on Gay and Lesbian Archiving, Tape 1 of 2"
,,introduces Phyllis Yaal (SP?) to tell about a success in having L/G books kept in a high school library,
,,"introduces Judith Schwarz (about 1/2 way into tape) -- talks about grassroots archives, subject files, identifiers, bio files, description, issues, principles, etc. Side 2: Judith Schwarz continues for about 3/4 of this side. Then Jim Kepner, National Gay Archives",
SPW 1339,1980-05-17T00:00:00Z,"Side 1: Liz Kennedy does intro, about uncovering everyday life","Voices of the Lesbian Community, National Women's Studies Association Conference"
,,"then she and Madeline Davis discuss their research on the lives of lesbians in Buffalo from the 1930's-60's, ends near the end of Side 1. Then Barbara Grier, (continued to side 2)titled talk "" Proud/Despised/Names"": talks about lesbian writers no one knows about --Gladys Tabor whose books sold millions of copies who was also a columnist for Ladies Home Journal and wrote a series of books -- ""Still Meadow"" series--in which she describes her life with her lover and wrote 50 books between 1945 and 1963 --but hardly anyone knows of her and how she found out",
,,"then on Side 2, Chris Chernick talks bout the need to build an historical context and show that bar life was not the only life for lesbians",
,,look for diverse lives,
,,"look at popular magazines (""Essence"" has coming out stories), women's groups, clubs, obituaries",
,,"Finally Estelle Friedman: talks about existence, silencing, denial --lesbian history must monitor historical studies and protest censorship of our existence",
,,look at how lesbians survived the past and the role of community,
,,"even with official condemnations their was a flourishing of lesbian culture, i.e., during the 50's -- Ladder started, DOB etc. -- also for straight women who started entering work force, higher ed etc. -- so although described as a period of social conformity that was not all.",
SPW 1340,1979-11-04T00:00:00Z,Side 1: about processing and the history project,Washington Area Women's Center Open House for History Project
,,"about Washington History, about groups doing the historical research re D.C. and the center",
,,about archiving materials and their cost,
,,also about issues -i.e. what to make public. Side 2: Judith Schwarz -talking about how some collection got split and how this must never be,
,,Susan Frank talking about periodicals she is cataloging,
,,also looking for people's names through names on periodical mailing labels contributed: Susanna Sturgis talks about what they will do next: look for people who were active,
,,"write to different places to see if they can locate people and material , i.e. Lesbian Connection, alumni newspapers",
,,Judith asking for volunteers to work and for contributions,
,,Donna: historian,
,,talks about lack of 3rd World Women's material and history of 3rd world lesbians,
,,rest of tape was kept running while people were milling about and talking.,
SPW 05,,,Deb's Birthday Tape
SPW 01,1980-01-01T00:00:00Z,,Oral History Workshop
SPW 46,,the South (US),"Joan at 38, lesbian life/Mabel, early life beginnings (copy)"
,,African Americans,
,,,
SPW 50,,,Mabel/L9H
SPW 47,1979-01-01T00:00:00Z,the South (US),"Mabel Hampton, for feminary. June 1979"
,,relationships,
,,African Americans,
,,gay civil rights,
SPW 48,,relationships,Mabel
,,Coney Island,
SPW 49,,children,Mabel H. Story
,,race,
,,rape,
SPW 51,1993?,history,Mabel H. Story/slide show
SPW 52,,,Mabel Speaks/Mabel talks about Helen
SPW 53,,,Mabel Remembers
SPW 54,1981-01-01T00:00:00Z,,"Mabel/Joan, 1981/Polly's Slide Show"
SPW 55,,,LHA slide show and dub
SPW 56,1990-01-01T00:00:00Z,history,Mabel Talks for Joan's Slide Show
SPW 57,1983-01-13T00:00:00Z,Madame C.J. Walker,Mabel Hampton on Madame C.J. Walker and Her Daughter A'Lelia
,,A'Lelia Walker,
,,African-American History,
,,Harlem,
SPW 58,,,Mabel H.
SPW 59,,,Mabel Hampton Singing and Talking
SPW 60,1982-06-28T00:00:00Z,,Mabel Hampton Interview
SPW 61,1982-04-26T00:00:00Z,,"Mabel, Madeline, and Joan"
SPW 62,1981-05-21T00:00:00Z,,Mabel Hampton - The Twenties and Life With Lillian
SPW 63,,,Mabel Hampton - BF Tape
SPW 64,1981-06-21T00:00:00Z,,"LFL Coming Out Stories, Liz Ferraro and Mabel Hampton"
SPW 1132,1976-01-01T00:00:00Z,Mabel's relationship with Lillian,"Mabel Hampton, Lillian Foster 1976"
SPW 1133,,,Mabel Hampton  11/20/78 Life Story-Beginnings
SPW 1134,,,Mabel Southern Beginnings (see note)
SPW 1135,1979-05-23T00:00:00Z,Aging,"Mabel Hampton -May 23, 1979: About Aging"
,,Mabel is 77.,
SPW 1136,1979-01-01T00:00:00Z,Various,Mabel and Joan Peters; Mabel and Joan Nestle
SPW 1137,1980-05-21T00:00:00Z,Lesbians marrying each other,Mabel Hampton with Joan Nestle
,,women she knew and women she had relationships with,
SPW 1138,1984-01-01T00:00:00Z,"L/G Marches, the L/G Movement, and more",Mabel at 85 (1984)
SPW 1139,,,"Mabel with J.E.B. (Joan E. Birren, Photographer) at LHA"
SPW 1140,July 1986,Early life in South Carolina then in New York,"Mabel Hampton, July 1986 - Tape 1 of 4: Early Life"
SPW 1141,,Life in New York up until she was arrested,"Mabel Hampton's Story,July 1986- Tape 2 of 4"
SPW 1142,,Experiences in prison and right after getting out in 1923,"Mabel Hampton's Story, July 1986, Tape 3 of 4: Bedford Hills (Prison)"
SPW 1143,,Life after getting out of prison,"Mabel Hampton, July 1986-Tape 4 of 4: After Bedford Hills(1932)"
SPW 1144,1986-11-28T00:00:00Z,Her theatre work in NYC @1918,"Mabel Hampton, Nov. 28, 1986"
SPW 1145,Jan. 22,Life in New York City as a lesbian,"Conversation between Mabel Hampton and Joan Nestle,  Jan 22 1988"
, 1988 (on the audio Joan says Dec. 28,,
, written on the tape was Jan. 22,,
, 1988),,
SPW 1146,,Various topics: her relationships during the war,Mabel Hampton in Conversation with ?
,,married women,
,,"how she and Lillian met other lesbians, and more",
SPW 1147,Jan. 1988,"Her wife, Lillian Foster, their sexual relationship and more","Mabel Hampton talks about Lillian and more, Jan. 1988"
SPW 1148,1989-04-09T00:00:00Z,,"Mabel Hampton, Breakfast at Pam's, 4-9-89 (year Mabel died): Tape 1 of 2"
SPW 1149,,,"Mabel Hampton, Breakfast at Pam's, 4-9-89 (year Mabel died): Tape 2 of 2"
SPW 1150,1977-01-01T00:00:00Z,,"Audre Lorde: ""The Transformation of Silence into Language and Action"" at the Modern Language Association Conference, Chicago, 1977: Lesbians and Literature Panel (Starts at the end of Side 1 (after Mary Daly) and continues on Side 2"
SPW 1151,,"Poems: lesbianism, feminism, motherhood, sexuality, family, sexism, health, misogny, rape",Audre Lorde at the Modern Language Association Conference in Chicago in 1977: Lesbian Feminist Poetry Reading (Lorde is on Side 2)
SPW 1152,August 1978,Power (theory); Sexuality: Roles,"Audre Lorde: ""The Uses of the Erotic: The Erotic as Power. Presentation on Panel called ""Power and Oppression: A Lesbian Feminist Perspective"", Panel at the Berkshire Conference on the History of Women,1978:Tape 1 of 3: Audre Lorde's talk starts on Side 2  and continues on Tape 2 (SPW 1153)"
SPW 1153,,Power (theory); Sexuality: Roles,"Audre Lorde: ""The Uses of the Erotic: The Erotic as Power"". Presentation on Panel called ""Power and Oppression: A Lesbian Feminist Perspective"", Panel at the Berkshire Conference on the History of Women,1978:Tape 2 of 3: Audre Lorde's talk began on Tape 1 (SPW 1152) and continues here on SideA (labeled Side 3)"
SPW 1154,,Power (theory); Sexuality: Roles,"Audre Lorde:   Panel called ""Power and Oppression: A Lesbian Feminist Perspective"", Panel at the Berkshire Conference on the History of Women,1978:Tape 3 of 3: Audre Lorde's talk is found on tapes 1 and 2; This tape has only a little bit of a discussion on Side A"
SPW 1155,1979-09-29T00:00:00Z,"Racism and heterosexism, especially in terms of women of color and lesbians not represented in the papers and why acknowledging difference is important","Audre Lorde:"" The Master's Tools Will Dismantle the Master's House"",comments given on Panel titled ""The Personal and the Political"", at the Second Sex Conference; Tape 1 of 2; She begins on Tape 1 at the end and continues on Tape 2"
SPW 1156,,,"Audre Lorde:"" The Master's Tools Will Dismantle the Master's House"",comments given on Panel titled ""The Personal and the Political"", at the Second Sex Conference; Tape 2 of 2; She begins on Tape 1 at the end and continues on Tape 2"
SPW 1157,1979-03-24T00:00:00Z,Power (theory),Audre Lorde: Third World Lesbian Writers Conference: Side 1: Audre Lorde and Yvonne Flowers
,,Black lesbians,
,,Poetry,
,,consciousness,
,,epowerment,
,,establishing a sense of community,
,,dealing with fear and oppression,
,,silence vs. speaking out,
,,nature of desired community support,
SPW 1158,1979-10-14T00:00:00Z,,1979 March on Washington:  Tape 1 of 4 (from Special Coll 8109)
SPW 1159,,,1979 March on Washington: Tape 2 of 4 (from Special Collection 8109)
SPW 1160,,,1979 March on Washington: Tape 3 of 4 (from Special Collection 8109): Audre Lorde
SPW 1161,,,1979 March on Washington: Tape 4 of 4 (from Special Collection 8109)
SPW 1167,1982-04-30T00:00:00Z,various,Audre Lorde:Voices of Women Writing Conference  - 4/30/82 (Tape   5 of 6)
SPW 1162,1980-05-31T00:00:00Z,"Conflicts in the black Lesbian community including issues of identity, cross cultural conflicts, classism, ageism","Audre Lorde: Conflicts in the Black Lesbian Community, Tape 1 of 3 (only recorded on side 1)"
SPW 1163,,"cross cultural conflicsts, classism, ageism, identities","Audre Lorde: Conflicts in the Black Lesbian Community, Tape 2 of 3, Audre Lorde speaks at length on Side 1, before beginning the panel"
SPW 1164,,"cross cultural conflicts, classism, ageism, identities","Audre Lorde: Conflicts in the Black Lesbian Community, Tape 3 of 3"
SPW 1165,1981-12-05T00:00:00Z,,"Audre Lorde:  at Astrea Benefit , Tape 1 of 2, ""Conversation with Poems"""
SPW 1166,,,"Audre Lorde: at Astrea Benefit, Tape 2 of 2, ""Conversation with Poems"""
SPW 1168,1982-05-01T00:00:00Z,Obstacles to Women Writing,"Audre Lorde: Voice of Women Writing Coalition: Community Workshop,  with Hattie Gosset and Barbara Smith,Tape 2 of 6 from the weekend conference(she is on Side 1, after people introduce themselves, andon and off on Side 2)."
SPW 1169,@1982,Reads but also introduces poems with political/personal statements,Audre Lorde:  WBAI Lesbian Studies Radio Broadcast: Reading from 13th Moon Series
SPW 1170,1986-05-13T00:00:00Z,Reading of Poetry and Talk,Audre Lorde: Gay Community Center Speech (2nd Tuesday Series)
SPW 1171,,"Poems: ""Black Studies"", ""Parts 1-5",Audre Lorde:   Susan Howe Poetry Program:
,,To My Daughter,
,,A Junkie on the Train,
,,and other poems,
SPW 1347,1996-03-16T00:00:00Z,Background noise of crowd at protest,ILGO Protest
SPW 1348,,"Z. Budapest leads the Anthony Coven in a public cursing of a recent murderer, and narrates the process and history of hexing, feminist witches, witchcraft, and public cursings.",Thesmorphoria: A Sound Portrait of a Public Cursing of a Rapist/Murderer
SPW 1349,1981-02-28T00:00:00Z,"Discussion on lesbian life in 1940s and 1950s, ""drag"" outfits, experience as young lesbians, coming out, bar experiences, doctors and therapy in the 1950s, marriage","Jule, Kathy, Joan, Judy: Old TimesFirst Messages on Lesbian Avengers Phone Line, in Maxine Wolfe's House"
,6/1992-7/1992,Hate-call from Neo-Nazis,
SPW 1351,approx. before January or February 1980,"The 'World Council', children's issues, human rights, women's rights, Theology, Methesto College in Delaware Ohio, feminist theology, MCSN, Women Workers of India, Caribbean Church women",Interview: Women in Theology
